arm,engine_id,sensor,cued,claimed,canonical,cue_says,actual_shown,pred_rul,true_rul
repl,69,s11,True,increase,increase,increase,decrease,23,121.0
repl,69,s12,True,unspecified,increase,increase,decrease,23,121.0
repl,69,s14,True,decrease,decrease,decrease,increase,23,121.0
repl,69,s15,True,absent,increase,increase,decrease,23,121.0
repl,70,s4,False,absent,increase,,decrease,23,94.0
repl,70,s7,False,absent,decrease,,stable,23,94.0
repl,70,s9,True,decrease,decrease,decrease,stable,23,94.0
repl,70,s11,True,increase,increase,increase,increase,23,94.0
repl,70,s12,True,unspecified,increase,increase,increase,23,94.0
repl,70,s14,True,decrease,decrease,decrease,stable,23,94.0
repl,70,s15,True,absent,increase,increase,decrease,23,94.0
repl,71,s4,False,absent,increase,,increase,23,118.0
repl,71,s7,False,absent,decrease,,decrease,23,118.0
repl,71,s9,True,decrease,decrease,decrease,increase,23,118.0
repl,71,s11,True,increase,increase,increase,increase,23,118.0
repl,71,s12,True,decrease,increase,increase,increase,23,118.0
repl,71,s14,True,decrease,decrease,decrease,decrease,23,118.0
repl,71,s15,True,absent,increase,increase,increase,23,118.0
repl,72,s4,False,absent,increase,,increase,42,50.0
repl,72,s7,False,absent,decrease,,decrease,42,50.0
repl,72,s9,True,decrease,decrease,decrease,stable,42,50.0
repl,72,s11,True,increase,increase,increase,increase,42,50.0
repl,72,s12,True,increase,increase,increase,decrease,42,50.0
repl,72,s14,True,decrease,decrease,decrease,increase,42,50.0
repl,72,s15,True,increase,increase,increase,increase,42,50.0
repl,73,s4,False,absent,increase,,decrease,42,125.0
repl,73,s7,False,absent,decrease,,increase,42,125.0
repl,73,s9,True,decrease,decrease,decrease,decrease,42,125.0
repl,73,s11,True,unspecified,increase,increase,decrease,42,125.0
repl,73,s12,True,unspecified,increase,increase,decrease,42,125.0
repl,73,s14,True,decrease,decrease,decrease,decrease,42,125.0
repl,73,s15,True,unspecified,increase,increase,increase,42,125.0
repl,74,s4,False,absent,increase,,increase,23,125.0
repl,74,s7,False,absent,decrease,,decrease,23,125.0
repl,74,s9,True,decrease,decrease,decrease,increase,23,125.0
repl,74,s11,True,increase,increase,increase,increase,23,125.0
repl,74,s12,True,unspecified,increase,increase,decrease,23,125.0
repl,74,s14,True,decrease,decrease,decrease,decrease,23,125.0
repl,74,s15,True,absent,increase,increase,decrease,23,125.0
repl,75,s4,False,absent,increase,,increase,23,113.0
repl,75,s7,False,absent,decrease,,increase,23,113.0
repl,75,s9,True,decrease,decrease,decrease,decrease,23,113.0
repl,75,s11,True,increase,increase,increase,increase,23,113.0
repl,75,s12,True,unspecified,increase,increase,decrease,23,113.0
repl,75,s14,True,decrease,decrease,decrease,decrease,23,113.0
repl,75,s15,True,absent,increase,increase,increase,23,113.0
repl,76,s4,False,absent,increase,,increase,23,10.0
repl,76,s7,False,absent,decrease,,decrease,23,10.0
repl,76,s9,True,decrease,decrease,decrease,increase,23,10.0
repl,76,s11,True,increase,increase,increase,increase,23,10.0
repl,76,s12,True,unspecified,increase,increase,decrease,23,10.0
repl,76,s14,True,decrease,decrease,decrease,increase,23,10.0
repl,76,s15,True,absent,increase,increase,increase,23,10.0
repl,77,s4,False,absent,increase,,increase,23,34.0
repl,77,s7,False,absent,decrease,,decrease,23,34.0
repl,77,s9,True,decrease,decrease,decrease,increase,23,34.0
repl,77,s11,True,increase,increase,increase,increase,23,34.0
repl,77,s12,True,increase,increase,increase,decrease,23,34.0
repl,77,s14,True,decrease,decrease,decrease,increase,23,34.0
repl,77,s15,True,increase,increase,increase,decrease,23,34.0
repl,78,s4,False,absent,increase,,decrease,23,107.0
repl,78,s7,False,absent,decrease,,increase,23,107.0
repl,78,s9,True,decrease,decrease,decrease,increase,23,107.0
repl,78,s11,True,increase,increase,increase,stable,23,107.0
repl,78,s12,True,increase,increase,increase,increase,23,107.0
repl,78,s14,True,decrease,decrease,decrease,increase,23,107.0
repl,78,s15,True,increase,increase,increase,decrease,23,107.0
repl,79,s4,False,absent,increase,,decrease,23,63.0
repl,79,s7,False,absent,decrease,,decrease,23,63.0
repl,79,s9,True,decrease,decrease,decrease,decrease,23,63.0
repl,79,s11,True,increase,increase,increase,increase,23,63.0
repl,79,s12,True,unspecified,increase,increase,stable,23,63.0
repl,79,s14,True,decrease,decrease,decrease,decrease,23,63.0
repl,79,s15,True,absent,increase,increase,increase,23,63.0
repl,80,s4,False,absent,increase,,increase,23,90.0
repl,80,s7,False,absent,decrease,,decrease,23,90.0
repl,80,s9,True,decrease,decrease,decrease,stable,23,90.0
repl,80,s11,True,increase,increase,increase,increase,23,90.0
repl,80,s12,True,unspecified,increase,increase,decrease,23,90.0
repl,80,s14,True,decrease,decrease,decrease,decrease,23,90.0
repl,80,s15,True,absent,increase,increase,increase,23,90.0
repl,81,s4,False,absent,increase,,increase,23,8.0
repl,81,s7,False,absent,decrease,,decrease,23,8.0
repl,81,s9,True,decrease,decrease,decrease,increase,23,8.0
repl,81,s11,True,increase,increase,increase,increase,23,8.0
repl,81,s12,True,decrease,increase,increase,decrease,23,8.0
repl,81,s14,True,decrease,decrease,decrease,increase,23,8.0
repl,81,s15,True,absent,increase,increase,increase,23,8.0
repl,82,s4,False,absent,increase,,increase,23,9.0
repl,82,s7,False,absent,decrease,,decrease,23,9.0
repl,82,s9,True,decrease,decrease,decrease,increase,23,9.0
repl,82,s11,True,increase,increase,increase,increase,23,9.0
repl,82,s12,True,decrease,increase,increase,decrease,23,9.0
repl,82,s14,True,decrease,decrease,decrease,decrease,23,9.0
repl,82,s15,True,absent,increase,increase,increase,23,9.0
repl,83,s4,False,absent,increase,,stable,23,125.0
repl,83,s7,False,absent,decrease,,decrease,23,125.0
repl,83,s9,True,increase,decrease,decrease,decrease,23,125.0
repl,83,s11,True,increase,increase,increase,decrease,23,125.0
repl,83,s12,True,unspecified,increase,increase,decrease,23,125.0
repl,83,s14,True,increase,decrease,decrease,increase,23,125.0
repl,83,s15,True,unspecified,increase,increase,increase,23,125.0
repl,84,s4,False,absent,increase,,increase,23,58.0
repl,84,s7,False,absent,decrease,,decrease,23,58.0
repl,84,s9,True,decrease,decrease,decrease,stable,23,58.0
repl,84,s11,True,increase,increase,increase,decrease,23,58.0
repl,84,s12,True,unspecified,increase,increase,increase,23,58.0
repl,84,s14,True,decrease,decrease,decrease,decrease,23,58.0
repl,84,s15,True,absent,increase,increase,decrease,23,58.0
repl,85,s4,False,absent,increase,,increase,23,118.0
repl,85,s7,False,absent,decrease,,increase,23,118.0
repl,85,s9,True,decrease,decrease,decrease,decrease,23,118.0
repl,85,s11,True,increase,increase,increase,increase,23,118.0
repl,85,s12,True,decrease,increase,increase,increase,23,118.0
repl,85,s14,True,decrease,decrease,decrease,stable,23,118.0
repl,85,s15,True,absent,increase,increase,decrease,23,118.0
repl,86,s4,False,absent,increase,,decrease,23,89.0
repl,86,s7,False,absent,decrease,,stable,23,89.0
repl,86,s9,True,decrease,decrease,decrease,increase,23,89.0
repl,86,s11,True,increase,increase,increase,increase,23,89.0
repl,86,s12,True,unspecified,increase,increase,decrease,23,89.0
repl,86,s14,True,unspecified,decrease,decrease,increase,23,89.0
repl,86,s15,True,absent,increase,increase,increase,23,89.0
repl,87,s4,False,absent,increase,,decrease,23,116.0
repl,87,s7,False,absent,decrease,,decrease,23,116.0
repl,87,s9,True,decrease,decrease,decrease,decrease,23,116.0
repl,87,s11,True,increase,increase,increase,decrease,23,116.0
repl,87,s12,True,unspecified,increase,increase,increase,23,116.0
repl,87,s14,True,unspecified,decrease,decrease,stable,23,116.0
repl,87,s15,True,absent,increase,increase,increase,23,116.0
repl,88,s4,False,absent,increase,,decrease,23,115.0
repl,88,s7,False,absent,decrease,,increase,23,115.0
repl,88,s9,True,decrease,decrease,decrease,increase,23,115.0
repl,88,s11,True,increase,increase,increase,decrease,23,115.0
repl,88,s12,True,increase,increase,increase,increase,23,115.0
repl,88,s14,True,decrease,decrease,decrease,increase,23,115.0
repl,88,s15,True,unspecified,increase,increase,decrease,23,115.0
repl,89,s4,False,absent,increase,,increase,23,125.0
repl,89,s7,False,absent,decrease,,stable,23,125.0
repl,89,s9,True,decrease,decrease,decrease,increase,23,125.0
repl,89,s11,True,increase,increase,increase,decrease,23,125.0
repl,89,s12,True,unspecified,increase,increase,decrease,23,125.0
repl,89,s14,True,decrease,decrease,decrease,stable,23,125.0
repl,89,s15,True,absent,increase,increase,increase,23,125.0
repl,90,s4,False,absent,increase,,increase,23,28.0
repl,90,s7,False,absent,decrease,,decrease,23,28.0
repl,90,s9,True,decrease,decrease,decrease,increase,23,28.0
repl,90,s11,True,increase,increase,increase,increase,23,28.0
repl,90,s12,True,unspecified,increase,increase,increase,23,28.0
repl,90,s14,True,decrease,decrease,decrease,increase,23,28.0
repl,90,s15,True,absent,increase,increase,increase,23,28.0
repl,91,s4,False,absent,increase,,increase,42,38.0
repl,91,s7,False,absent,decrease,,decrease,42,38.0
repl,91,s9,True,decrease,decrease,decrease,increase,42,38.0
repl,91,s11,True,increase,increase,increase,increase,42,38.0
repl,91,s12,True,unspecified,increase,increase,increase,42,38.0
repl,91,s14,True,decrease,decrease,decrease,stable,42,38.0
repl,91,s15,True,absent,increase,increase,increase,42,38.0
repl,92,s4,False,absent,increase,,decrease,23,20.0
repl,92,s7,False,absent,decrease,,decrease,23,20.0
repl,92,s9,True,decrease,decrease,decrease,increase,23,20.0
repl,92,s11,True,increase,increase,increase,increase,23,20.0
repl,92,s12,True,unspecified,increase,increase,decrease,23,20.0
repl,92,s14,True,decrease,decrease,decrease,increase,23,20.0
repl,92,s15,True,absent,increase,increase,stable,23,20.0
repl,93,s4,False,absent,increase,,stable,23,85.0
repl,93,s7,False,absent,decrease,,increase,23,85.0
repl,93,s9,True,decrease,decrease,decrease,increase,23,85.0
repl,93,s11,True,increase,increase,increase,decrease,23,85.0
repl,93,s12,True,unspecified,increase,increase,increase,23,85.0
repl,93,s14,True,decrease,decrease,decrease,increase,23,85.0
repl,93,s15,True,absent,increase,increase,increase,23,85.0
repl,94,s4,False,absent,increase,,increase,42,55.0
repl,94,s7,False,absent,decrease,,stable,42,55.0
repl,94,s9,True,decrease,decrease,decrease,decrease,42,55.0
repl,94,s11,True,increase,increase,increase,increase,42,55.0
repl,94,s12,True,unspecified,increase,increase,decrease,42,55.0
repl,94,s14,True,decrease,decrease,decrease,stable,42,55.0
repl,94,s15,True,absent,increase,increase,increase,42,55.0
repl,95,s4,False,absent,increase,,decrease,42,125.0
repl,95,s7,False,absent,decrease,,decrease,42,125.0
repl,95,s9,True,decrease,decrease,decrease,stable,42,125.0
repl,95,s11,True,increase,increase,increase,increase,42,125.0
repl,95,s12,True,increase,increase,increase,stable,42,125.0
repl,95,s14,True,decrease,decrease,decrease,increase,42,125.0
repl,95,s15,True,unspecified,increase,increase,increase,42,125.0
repl,96,s4,False,absent,increase,,increase,42,125.0
repl,96,s7,False,absent,decrease,,decrease,42,125.0
repl,96,s9,True,decrease,decrease,decrease,decrease,42,125.0
repl,96,s11,True,increase,increase,increase,increase,42,125.0
repl,96,s12,True,increase,increase,increase,increase,42,125.0
repl,96,s14,True,decrease,decrease,decrease,stable,42,125.0
repl,96,s15,True,absent,increase,increase,increase,42,125.0
repl,97,s4,False,absent,increase,,increase,43,82.0
repl,97,s7,False,absent,decrease,,decrease,43,82.0
repl,97,s9,True,decrease,decrease,decrease,increase,43,82.0
repl,97,s11,True,increase,increase,increase,increase,43,82.0
repl,97,s12,True,decrease,increase,increase,decrease,43,82.0
repl,97,s14,True,decrease,decrease,decrease,increase,43,82.0
repl,97,s15,True,absent,increase,increase,increase,43,82.0
repl,98,s4,False,absent,increase,,increase,23,59.0
repl,98,s7,False,absent,decrease,,increase,23,59.0
repl,98,s9,True,decrease,decrease,decrease,increase,23,59.0
repl,98,s11,True,increase,increase,increase,increase,23,59.0
repl,98,s12,True,unspecified,increase,increase,increase,23,59.0
repl,98,s14,True,decrease,decrease,decrease,increase,23,59.0
repl,98,s15,True,absent,increase,increase,increase,23,59.0
repl,99,s4,False,absent,increase,,increase,23,117.0
repl,99,s7,False,absent,decrease,,increase,23,117.0
repl,99,s9,True,decrease,decrease,decrease,increase,23,117.0
repl,99,s11,True,increase,increase,increase,increase,23,117.0
repl,99,s12,True,decrease,increase,increase,decrease,23,117.0
repl,99,s14,True,decrease,decrease,decrease,increase,23,117.0
repl,99,s15,True,absent,increase,increase,decrease,23,117.0
repl,100,s4,False,absent,increase,,increase,23,20.0
repl,100,s7,False,absent,decrease,,decrease,23,20.0
repl,100,s9,True,decrease,decrease,decrease,increase,23,20.0
repl,100,s11,True,increase,increase,increase,increase,23,20.0
repl,100,s12,True,increase,increase,increase,decrease,23,20.0
repl,100,s14,True,decrease,decrease,decrease,increase,23,20.0
repl,100,s15,True,increase,increase,increase,increase,23,20.0
nocue,1,s4,False,absent,increase,,increase,23,112.0
nocue,1,s7,False,increase,decrease,,decrease,23,112.0
nocue,1,s9,True,absent,decrease,,stable,23,112.0
nocue,1,s11,True,absent,increase,,decrease,23,112.0
nocue,1,s12,True,increase,increase,,decrease,23,112.0
nocue,1,s14,True,absent,decrease,,decrease,23,112.0
nocue,1,s15,True,absent,increase,,increase,23,112.0
nocue,2,s4,False,absent,increase,,increase,23,98.0
nocue,2,s7,False,increase,decrease,,stable,23,98.0
nocue,2,s9,True,stable,decrease,,decrease,23,98.0
nocue,2,s11,True,absent,increase,,increase,23,98.0
nocue,2,s12,True,increase,increase,,increase,23,98.0
nocue,2,s14,True,absent,decrease,,decrease,23,98.0
nocue,2,s15,True,absent,increase,,decrease,23,98.0
nocue,3,s4,False,absent,increase,,increase,42,69.0
nocue,3,s7,False,increase,decrease,,decrease,42,69.0
nocue,3,s9,True,absent,decrease,,stable,42,69.0
nocue,3,s11,True,increase,increase,,increase,42,69.0
nocue,3,s12,True,absent,increase,,decrease,42,69.0
nocue,3,s14,True,absent,decrease,,increase,42,69.0
nocue,3,s15,True,absent,increase,,decrease,42,69.0
nocue,4,s4,False,absent,increase,,decrease,23,82.0
nocue,4,s7,False,increase,decrease,,decrease,23,82.0
nocue,4,s9,True,stable,decrease,,stable,23,82.0
nocue,4,s11,True,absent,increase,,increase,23,82.0
nocue,4,s12,True,increase,increase,,increase,23,82.0
nocue,4,s14,True,absent,decrease,,decrease,23,82.0
nocue,4,s15,True,absent,increase,,increase,23,82.0
nocue,5,s4,False,absent,increase,,increase,23,91.0
nocue,5,s7,False,increase,decrease,,increase,23,91.0
nocue,5,s9,True,absent,decrease,,increase,23,91.0
nocue,5,s11,True,absent,increase,,decrease,23,91.0
nocue,5,s12,True,increase,increase,,decrease,23,91.0
nocue,5,s14,True,absent,decrease,,stable,23,91.0
nocue,5,s15,True,absent,increase,,decrease,23,91.0
nocue,6,s4,False,unspecified,increase,,decrease,42,93.0
nocue,6,s7,False,increase,decrease,,increase,42,93.0
nocue,6,s9,True,absent,decrease,,increase,42,93.0
nocue,6,s11,True,absent,increase,,increase,42,93.0
nocue,6,s12,True,increase,increase,,increase,42,93.0
nocue,6,s14,True,absent,decrease,,increase,42,93.0
nocue,6,s15,True,absent,increase,,decrease,42,93.0
nocue,7,s4,False,absent,increase,,increase,42,91.0
nocue,7,s7,False,increase,decrease,,decrease,42,91.0
nocue,7,s9,True,absent,decrease,,increase,42,91.0
nocue,7,s11,True,absent,increase,,increase,42,91.0
nocue,7,s12,True,increase,increase,,increase,42,91.0
nocue,7,s14,True,absent,decrease,,increase,42,91.0
nocue,7,s15,True,absent,increase,,decrease,42,91.0
nocue,8,s4,False,absent,increase,,increase,23,95.0
nocue,8,s7,False,increase,decrease,,increase,23,95.0
nocue,8,s9,True,absent,decrease,,stable,23,95.0
nocue,8,s11,True,absent,increase,,decrease,23,95.0
nocue,8,s12,True,absent,increase,,decrease,23,95.0
nocue,8,s14,True,absent,decrease,,stable,23,95.0
nocue,8,s15,True,absent,increase,,increase,23,95.0
nocue,9,s4,False,absent,increase,,decrease,23,111.0
nocue,9,s7,False,increase,decrease,,decrease,23,111.0
nocue,9,s9,True,unspecified,decrease,,stable,23,111.0
nocue,9,s11,True,absent,increase,,decrease,23,111.0
nocue,9,s12,True,increase,increase,,increase,23,111.0
nocue,9,s14,True,absent,decrease,,increase,23,111.0
nocue,9,s15,True,absent,increase,,increase,23,111.0
nocue,10,s4,False,unspecified,increase,,increase,42,96.0
nocue,10,s7,False,increase,decrease,,decrease,42,96.0
nocue,10,s9,True,unspecified,decrease,,stable,42,96.0
nocue,10,s11,True,absent,increase,,increase,42,96.0
nocue,10,s12,True,increase,increase,,increase,42,96.0
nocue,10,s14,True,absent,decrease,,stable,42,96.0
nocue,10,s15,True,absent,increase,,decrease,42,96.0
nocue,11,s4,False,absent,increase,,increase,23,97.0
nocue,11,s7,False,increase,decrease,,decrease,23,97.0
nocue,11,s9,True,unspecified,decrease,,decrease,23,97.0
nocue,11,s11,True,absent,increase,,decrease,23,97.0
nocue,11,s12,True,increase,increase,,increase,23,97.0
nocue,11,s14,True,absent,decrease,,decrease,23,97.0
nocue,11,s15,True,absent,increase,,increase,23,97.0
nocue,12,s4,False,absent,increase,,increase,42,124.0
nocue,12,s7,False,increase,decrease,,decrease,42,124.0
nocue,12,s9,True,absent,decrease,,increase,42,124.0
nocue,12,s11,True,absent,increase,,decrease,42,124.0
nocue,12,s12,True,increase,increase,,increase,42,124.0
nocue,12,s14,True,absent,decrease,,increase,42,124.0
nocue,12,s15,True,absent,increase,,increase,42,124.0
nocue,13,s4,False,absent,increase,,increase,23,95.0
nocue,13,s7,False,increase,decrease,,decrease,23,95.0
nocue,13,s9,True,absent,decrease,,stable,23,95.0
nocue,13,s11,True,absent,increase,,increase,23,95.0
nocue,13,s12,True,increase,increase,,decrease,23,95.0
nocue,13,s14,True,absent,decrease,,increase,23,95.0
nocue,13,s15,True,absent,increase,,decrease,23,95.0
nocue,14,s4,False,unspecified,increase,,decrease,23,107.0
nocue,14,s7,False,increase,decrease,,increase,23,107.0
nocue,14,s9,True,absent,decrease,,stable,23,107.0
nocue,14,s11,True,absent,increase,,decrease,23,107.0
nocue,14,s12,True,increase,increase,,decrease,23,107.0
nocue,14,s14,True,absent,decrease,,stable,23,107.0
nocue,14,s15,True,absent,increase,,decrease,23,107.0
nocue,15,s4,False,absent,increase,,increase,23,83.0
nocue,15,s7,False,increase,decrease,,decrease,23,83.0
nocue,15,s9,True,absent,decrease,,increase,23,83.0
nocue,15,s11,True,absent,increase,,increase,23,83.0
nocue,15,s12,True,increase,increase,,decrease,23,83.0
nocue,15,s14,True,absent,decrease,,stable,23,83.0
nocue,15,s15,True,absent,increase,,decrease,23,83.0
nocue,16,s4,False,absent,increase,,stable,23,84.0
nocue,16,s7,False,increase,decrease,,increase,23,84.0
nocue,16,s9,True,absent,decrease,,increase,23,84.0
nocue,16,s11,True,absent,increase,,increase,23,84.0
nocue,16,s12,True,increase,increase,,decrease,23,84.0
nocue,16,s14,True,absent,decrease,,increase,23,84.0
nocue,16,s15,True,absent,increase,,increase,23,84.0
nocue,17,s4,False,absent,increase,,increase,23,50.0
nocue,17,s7,False,increase,decrease,,decrease,23,50.0
nocue,17,s9,True,unspecified,decrease,,increase,23,50.0
nocue,17,s11,True,absent,increase,,increase,23,50.0
nocue,17,s12,True,increase,increase,,increase,23,50.0
nocue,17,s14,True,absent,decrease,,increase,23,50.0
nocue,17,s15,True,absent,increase,,increase,23,50.0
nocue,18,s4,False,absent,increase,,increase,23,28.0
nocue,18,s7,False,increase,decrease,,decrease,23,28.0
nocue,18,s9,True,absent,decrease,,decrease,23,28.0
nocue,18,s11,True,absent,increase,,increase,23,28.0
nocue,18,s12,True,increase,increase,,decrease,23,28.0
nocue,18,s14,True,absent,decrease,,decrease,23,28.0
nocue,18,s15,True,absent,increase,,increase,23,28.0
nocue,19,s4,False,absent,increase,,increase,42,87.0
nocue,19,s7,False,increase,decrease,,increase,42,87.0
nocue,19,s9,True,absent,decrease,,decrease,42,87.0
nocue,19,s11,True,absent,increase,,stable,42,87.0
nocue,19,s12,True,increase,increase,,decrease,42,87.0
nocue,19,s14,True,absent,decrease,,decrease,42,87.0
nocue,19,s15,True,absent,increase,,increase,42,87.0
nocue,20,s4,False,increase,increase,,decrease,23,16.0
nocue,20,s7,False,increase,decrease,,decrease,23,16.0
nocue,20,s9,True,absent,decrease,,increase,23,16.0
nocue,20,s11,True,unspecified,increase,,increase,23,16.0
nocue,20,s12,True,absent,increase,,decrease,23,16.0
nocue,20,s14,True,absent,decrease,,decrease,23,16.0
nocue,20,s15,True,absent,increase,,increase,23,16.0
nocue,21,s4,False,increase,increase,,stable,23,57.0
nocue,21,s7,False,increase,decrease,,decrease,23,57.0
nocue,21,s9,True,absent,decrease,,increase,23,57.0
nocue,21,s11,True,absent,increase,,increase,23,57.0
nocue,21,s12,True,increase,increase,,increase,23,57.0
nocue,21,s14,True,absent,decrease,,increase,23,57.0
nocue,21,s15,True,absent,increase,,increase,23,57.0
nocue,22,s4,False,increase,increase,,increase,23,111.0
nocue,22,s7,False,increase,decrease,,increase,23,111.0
nocue,22,s9,True,absent,decrease,,increase,23,111.0
nocue,22,s11,True,absent,increase,,increase,23,111.0
nocue,22,s12,True,increase,increase,,stable,23,111.0
nocue,22,s14,True,absent,decrease,,stable,23,111.0
nocue,22,s15,True,absent,increase,,decrease,23,111.0
nocue,23,s4,False,absent,increase,,increase,42,113.0
nocue,23,s7,False,increase,decrease,,decrease,42,113.0
nocue,23,s9,True,absent,decrease,,increase,42,113.0
nocue,23,s11,True,absent,increase,,stable,42,113.0
nocue,23,s12,True,increase,increase,,decrease,42,113.0
nocue,23,s14,True,absent,decrease,,increase,42,113.0
nocue,23,s15,True,absent,increase,,increase,42,113.0
nocue,24,s4,False,absent,increase,,increase,23,20.0
nocue,24,s7,False,increase,decrease,,decrease,23,20.0
nocue,24,s9,True,absent,decrease,,increase,23,20.0
nocue,24,s11,True,absent,increase,,increase,23,20.0
nocue,24,s12,True,increase,increase,,decrease,23,20.0
nocue,24,s14,True,absent,decrease,,increase,23,20.0
nocue,24,s15,True,absent,increase,,increase,23,20.0
nocue,25,s4,False,absent,increase,,decrease,42,125.0
nocue,25,s7,False,increase,decrease,,stable,42,125.0
nocue,25,s9,True,absent,decrease,,increase,42,125.0
nocue,25,s11,True,absent,increase,,decrease,42,125.0
nocue,25,s12,True,increase,increase,,decrease,42,125.0
nocue,25,s14,True,absent,decrease,,increase,42,125.0
nocue,25,s15,True,absent,increase,,decrease,42,125.0
nocue,26,s4,False,unspecified,increase,,increase,42,119.0
nocue,26,s7,False,increase,decrease,,increase,42,119.0
nocue,26,s9,True,absent,decrease,,increase,42,119.0
nocue,26,s11,True,absent,increase,,increase,42,119.0
nocue,26,s12,True,increase,increase,,decrease,42,119.0
nocue,26,s14,True,absent,decrease,,stable,42,119.0
nocue,26,s15,True,unspecified,increase,,increase,42,119.0
nocue,27,s4,False,absent,increase,,increase,23,66.0
nocue,27,s7,False,increase,decrease,,decrease,23,66.0
nocue,27,s9,True,absent,decrease,,increase,23,66.0
nocue,27,s11,True,increase,increase,,decrease,23,66.0
nocue,27,s12,True,increase,increase,,decrease,23,66.0
nocue,27,s14,True,absent,decrease,,decrease,23,66.0
nocue,27,s15,True,absent,increase,,increase,23,66.0
nocue,28,s4,False,absent,increase,,increase,23,97.0
nocue,28,s7,False,increase,decrease,,increase,23,97.0
nocue,28,s9,True,absent,decrease,,increase,23,97.0
nocue,28,s11,True,absent,increase,,decrease,23,97.0
nocue,28,s12,True,increase,increase,,decrease,23,97.0
nocue,28,s14,True,absent,decrease,,decrease,23,97.0
nocue,28,s15,True,absent,increase,,decrease,23,97.0
nocue,29,s4,False,absent,increase,,stable,23,90.0
nocue,29,s7,False,increase,decrease,,decrease,23,90.0
nocue,29,s9,True,absent,decrease,,increase,23,90.0
nocue,29,s11,True,absent,increase,,stable,23,90.0
nocue,29,s12,True,increase,increase,,decrease,23,90.0
nocue,29,s14,True,absent,decrease,,stable,23,90.0
nocue,29,s15,True,absent,increase,,decrease,23,90.0
nocue,30,s4,False,absent,increase,,decrease,23,115.0
nocue,30,s7,False,increase,decrease,,decrease,23,115.0
nocue,30,s9,True,absent,decrease,,increase,23,115.0
nocue,30,s11,True,absent,increase,,decrease,23,115.0
nocue,30,s12,True,absent,increase,,increase,23,115.0
nocue,30,s14,True,absent,decrease,,increase,23,115.0
nocue,30,s15,True,absent,increase,,increase,23,115.0
nocue,31,s4,False,increase,increase,,increase,23,8.0
nocue,31,s7,False,increase,decrease,,decrease,23,8.0
nocue,31,s9,True,absent,decrease,,increase,23,8.0
nocue,31,s11,True,absent,increase,,decrease,23,8.0
nocue,31,s12,True,absent,increase,,decrease,23,8.0
nocue,31,s14,True,absent,decrease,,stable,23,8.0
nocue,31,s15,True,absent,increase,,increase,23,8.0
nocue,32,s4,False,absent,increase,,increase,42,48.0
nocue,32,s7,False,increase,decrease,,decrease,42,48.0
nocue,32,s9,True,absent,decrease,,increase,42,48.0
nocue,32,s11,True,absent,increase,,increase,42,48.0
nocue,32,s12,True,increase,increase,,increase,42,48.0
nocue,32,s14,True,absent,decrease,,increase,42,48.0
nocue,32,s15,True,absent,increase,,increase,42,48.0
nocue,33,s4,False,absent,increase,,increase,43,106.0
nocue,33,s7,False,increase,decrease,,decrease,43,106.0
nocue,33,s9,True,absent,decrease,,stable,43,106.0
nocue,33,s11,True,absent,increase,,increase,43,106.0
nocue,33,s12,True,increase,increase,,decrease,43,106.0
nocue,33,s14,True,absent,decrease,,decrease,43,106.0
nocue,33,s15,True,absent,increase,,stable,43,106.0
nocue,34,s4,False,increase,increase,,increase,23,7.0
nocue,34,s7,False,unspecified,decrease,,decrease,23,7.0
nocue,34,s9,True,absent,decrease,,decrease,23,7.0
nocue,34,s11,True,absent,increase,,increase,23,7.0
nocue,34,s12,True,increase,increase,,decrease,23,7.0
nocue,34,s14,True,absent,decrease,,decrease,23,7.0
nocue,34,s15,True,absent,increase,,increase,23,7.0
nocue,35,s4,False,increase,increase,,increase,23,11.0
nocue,35,s7,False,absent,decrease,,decrease,23,11.0
nocue,35,s9,True,absent,decrease,,increase,23,11.0
nocue,35,s11,True,absent,increase,,increase,23,11.0
nocue,35,s12,True,absent,increase,,decrease,23,11.0
nocue,35,s14,True,absent,decrease,,increase,23,11.0
nocue,35,s15,True,absent,increase,,increase,23,11.0
nocue,36,s4,False,increase,increase,,increase,23,19.0
nocue,36,s7,False,increase,decrease,,decrease,23,19.0
nocue,36,s9,True,absent,decrease,,decrease,23,19.0
nocue,36,s11,True,absent,increase,,increase,23,19.0
nocue,36,s12,True,absent,increase,,decrease,23,19.0
nocue,36,s14,True,absent,decrease,,decrease,23,19.0
nocue,36,s15,True,absent,increase,,increase,23,19.0
nocue,37,s4,False,absent,increase,,increase,23,21.0
nocue,37,s7,False,increase,decrease,,decrease,23,21.0
nocue,37,s9,True,absent,decrease,,decrease,23,21.0
nocue,37,s11,True,unspecified,increase,,increase,23,21.0
nocue,37,s12,True,unspecified,increase,,decrease,23,21.0
nocue,37,s14,True,absent,decrease,,decrease,23,21.0
nocue,37,s15,True,absent,increase,,increase,23,21.0
nocue,38,s4,False,unspecified,increase,,decrease,23,50.0
nocue,38,s7,False,increase,decrease,,increase,23,50.0
nocue,38,s9,True,increase,decrease,,increase,23,50.0
nocue,38,s11,True,absent,increase,,increase,23,50.0
nocue,38,s12,True,absent,increase,,decrease,23,50.0
nocue,38,s14,True,absent,decrease,,increase,23,50.0
nocue,38,s15,True,absent,increase,,increase,23,50.0
nocue,39,s4,False,stable,increase,,increase,42,125.0
nocue,39,s7,False,increase,decrease,,increase,42,125.0
nocue,39,s9,True,stable,decrease,,increase,42,125.0
