dataset,mode,k,n_cycles,run,engine_id,sensor,cued,claimed,expected_textbook,actual_in_window,net_change,pred_rul,true_rul
FD001,few_shot,5,30,run1,37,s7,False,absent,decrease,decrease,-0.16099999999999998,105,21.0
FD001,few_shot,5,30,run1,37,s9,True,absent,decrease,decrease,-0.069,105,21.0
FD001,few_shot,5,30,run1,37,s11,True,absent,increase,increase,0.11299999999999999,105,21.0
FD001,few_shot,5,30,run1,37,s12,True,absent,increase,decrease,-0.09200000000000003,105,21.0
FD001,few_shot,5,30,run1,37,s14,True,absent,decrease,decrease,-0.068,105,21.0
FD001,few_shot,5,30,run1,37,s15,True,absent,increase,increase,0.275,105,21.0
FD001,few_shot,5,30,run1,38,s4,False,absent,increase,decrease,-0.17900000000000005,105,50.0
FD001,few_shot,5,30,run1,38,s7,False,absent,decrease,increase,0.07400000000000001,105,50.0
FD001,few_shot,5,30,run1,38,s9,True,absent,decrease,increase,0.13599999999999998,105,50.0
FD001,few_shot,5,30,run1,38,s11,True,absent,increase,increase,0.21999999999999997,105,50.0
FD001,few_shot,5,30,run1,38,s12,True,absent,increase,decrease,-0.028000000000000025,105,50.0
FD001,few_shot,5,30,run1,38,s14,True,absent,decrease,increase,0.13,105,50.0
FD001,few_shot,5,30,run1,38,s15,True,absent,increase,increase,0.14900000000000008,105,50.0
FD001,few_shot,5,30,run1,39,s4,False,absent,increase,increase,0.10300000000000001,95,125.0
FD001,few_shot,5,30,run1,39,s7,False,absent,decrease,increase,0.01100000000000001,95,125.0
FD001,few_shot,5,30,run1,39,s9,True,absent,decrease,increase,0.031,95,125.0
FD001,few_shot,5,30,run1,39,s11,True,absent,increase,decrease,-0.149,95,125.0
FD001,few_shot,5,30,run1,39,s12,True,absent,increase,increase,0.1389999999999999,95,125.0
FD001,few_shot,5,30,run1,39,s14,True,absent,decrease,increase,0.028999999999999998,95,125.0
FD001,few_shot,5,30,run1,39,s15,True,absent,increase,decrease,-0.136,95,125.0
FD001,few_shot,5,30,run1,40,s4,False,absent,increase,increase,0.10799999999999998,45,28.0
FD001,few_shot,5,30,run1,40,s7,False,absent,decrease,decrease,-0.061,45,28.0
FD001,few_shot,5,30,run1,40,s9,True,absent,decrease,increase,0.08800000000000001,45,28.0
FD001,few_shot,5,30,run1,40,s11,True,absent,increase,increase,0.040999999999999925,45,28.0
FD001,few_shot,5,30,run1,40,s12,True,absent,increase,decrease,-0.07600000000000001,45,28.0
FD001,few_shot,5,30,run1,40,s14,True,absent,decrease,increase,0.018000000000000016,45,28.0
FD001,few_shot,5,30,run1,40,s15,True,absent,increase,decrease,-0.019999999999999907,45,28.0
FD001,few_shot,5,30,run1,41,s4,False,absent,increase,increase,0.15499999999999997,95,18.0
FD001,few_shot,5,30,run1,41,s7,False,absent,decrease,decrease,-0.21099999999999997,95,18.0
FD001,few_shot,5,30,run1,41,s9,True,absent,decrease,decrease,-0.062,95,18.0
FD001,few_shot,5,30,run1,41,s11,True,absent,increase,increase,0.11299999999999999,95,18.0
FD001,few_shot,5,30,run1,41,s12,True,absent,increase,decrease,-0.10300000000000004,95,18.0
FD001,few_shot,5,30,run1,41,s14,True,absent,decrease,decrease,-0.032,95,18.0
FD001,few_shot,5,30,run1,41,s15,True,absent,increase,increase,0.135,95,18.0
FD001,few_shot,5,30,run1,42,s4,False,absent,increase,increase,0.21299999999999997,83,10.0
FD001,few_shot,5,30,run1,42,s7,False,absent,decrease,decrease,-0.37500000000000006,83,10.0
FD001,few_shot,5,30,run1,42,s9,True,absent,decrease,decrease,-0.069,83,10.0
FD001,few_shot,5,30,run1,42,s11,True,absent,increase,increase,0.21399999999999997,83,10.0
FD001,few_shot,5,30,run1,42,s12,True,absent,increase,decrease,-0.17299999999999993,83,10.0
FD001,few_shot,5,30,run1,42,s14,True,absent,decrease,decrease,-0.04100000000000001,83,10.0
FD001,few_shot,5,30,run1,42,s15,True,absent,increase,increase,0.08299999999999996,83,10.0
FD001,few_shot,5,30,run1,43,s4,False,absent,increase,increase,0.16499999999999998,83,59.0
FD001,few_shot,5,30,run1,43,s7,False,absent,decrease,decrease,-0.23199999999999998,83,59.0
FD001,few_shot,5,30,run1,43,s9,True,absent,decrease,decrease,-0.016999999999999987,83,59.0
FD001,few_shot,5,30,run1,43,s11,True,absent,increase,increase,0.04099999999999998,83,59.0
FD001,few_shot,5,30,run1,43,s12,True,absent,increase,decrease,-0.062,83,59.0
FD001,few_shot,5,30,run1,43,s14,True,absent,decrease,stable,-0.006000000000000005,83,59.0
FD001,few_shot,5,30,run1,43,s15,True,absent,increase,increase,0.04800000000000004,83,59.0
FD001,few_shot,5,30,run1,44,s4,False,absent,increase,increase,0.15300000000000002,85,109.0
FD001,few_shot,5,30,run1,44,s7,False,absent,decrease,decrease,-0.07899999999999996,85,109.0
FD001,few_shot,5,30,run1,44,s9,True,absent,decrease,increase,0.015000000000000013,85,109.0
FD001,few_shot,5,30,run1,44,s11,True,absent,increase,increase,0.119,85,109.0
FD001,few_shot,5,30,run1,44,s12,True,absent,increase,increase,0.05700000000000005,85,109.0
FD001,few_shot,5,30,run1,44,s14,True,absent,decrease,decrease,-0.022999999999999993,85,109.0
FD001,few_shot,5,30,run1,44,s15,True,absent,increase,increase,0.09300000000000003,85,109.0
FD001,few_shot,5,30,run1,45,s4,False,absent,increase,increase,0.07099999999999995,92,114.0
FD001,few_shot,5,30,run1,45,s7,False,absent,decrease,increase,0.017000000000000015,92,114.0
FD001,few_shot,5,30,run1,45,s9,True,absent,decrease,increase,0.031,92,114.0
FD001,few_shot,5,30,run1,45,s11,True,absent,increase,increase,0.06,92,114.0
FD001,few_shot,5,30,run1,45,s12,True,absent,increase,decrease,-0.14499999999999996,92,114.0
FD001,few_shot,5,30,run1,45,s14,True,absent,decrease,stable,-0.0030000000000000027,92,114.0
FD001,few_shot,5,30,run1,45,s15,True,absent,increase,increase,0.07800000000000007,92,114.0
FD001,few_shot,5,30,run1,46,s4,False,absent,increase,increase,0.10500000000000004,85,47.0
FD001,few_shot,5,30,run1,46,s7,False,absent,decrease,increase,0.010000000000000009,85,47.0
FD001,few_shot,5,30,run1,46,s9,True,absent,decrease,increase,0.033,85,47.0
FD001,few_shot,5,30,run1,46,s11,True,absent,increase,increase,0.05400000000000005,85,47.0
FD001,few_shot,5,30,run1,46,s12,True,absent,increase,decrease,-0.019000000000000017,85,47.0
FD001,few_shot,5,30,run1,46,s14,True,absent,decrease,stable,-0.003999999999999948,85,47.0
FD001,few_shot,5,30,run1,46,s15,True,absent,increase,increase,0.09100000000000003,85,47.0
FD001,few_shot,5,30,run1,47,s4,False,absent,increase,decrease,-0.137,85,125.0
FD001,few_shot,5,30,run1,47,s7,False,absent,decrease,increase,0.057999999999999996,85,125.0
FD001,few_shot,5,30,run1,47,s9,True,absent,decrease,increase,0.013999999999999999,85,125.0
FD001,few_shot,5,30,run1,47,s11,True,absent,increase,decrease,-0.10100000000000003,85,125.0
FD001,few_shot,5,30,run1,47,s12,True,absent,increase,increase,0.061000000000000054,85,125.0
FD001,few_shot,5,30,run1,47,s14,True,absent,decrease,increase,0.038000000000000006,85,125.0
FD001,few_shot,5,30,run1,47,s15,True,absent,increase,increase,0.07700000000000001,85,125.0
FD001,few_shot,5,30,run1,48,s4,False,absent,increase,decrease,-0.05500000000000005,95,92.0
FD001,few_shot,5,30,run1,48,s7,False,absent,decrease,increase,0.04700000000000004,95,92.0
FD001,few_shot,5,30,run1,48,s9,True,absent,decrease,stable,0.0,95,92.0
FD001,few_shot,5,30,run1,48,s11,True,absent,increase,increase,0.16100000000000003,95,92.0
FD001,few_shot,5,30,run1,48,s12,True,absent,increase,increase,0.11299999999999999,95,92.0
FD001,few_shot,5,30,run1,48,s14,True,absent,decrease,stable,-0.009000000000000008,95,92.0
FD001,few_shot,5,30,run1,48,s15,True,absent,increase,increase,0.020999999999999963,95,92.0
FD001,few_shot,5,30,run1,49,s4,False,absent,increase,increase,0.15300000000000002,85,21.0
FD001,few_shot,5,30,run1,49,s7,False,absent,decrease,decrease,-0.10000000000000003,85,21.0
FD001,few_shot,5,30,run1,49,s9,True,absent,decrease,decrease,-0.025999999999999995,85,21.0
FD001,few_shot,5,30,run1,49,s11,True,absent,increase,increase,0.26699999999999996,85,21.0
FD001,few_shot,5,30,run1,49,s12,True,absent,increase,decrease,-0.03999999999999998,85,21.0
FD001,few_shot,5,30,run1,49,s14,True,absent,decrease,stable,-0.004999999999999977,85,21.0
FD001,few_shot,5,30,run1,49,s15,True,absent,increase,increase,0.20999999999999996,85,21.0
FD001,few_shot,5,30,run1,50,s4,False,absent,increase,decrease,-0.03799999999999998,45,79.0
FD001,few_shot,5,30,run1,50,s7,False,absent,decrease,decrease,-0.14400000000000002,45,79.0
FD001,few_shot,5,30,run1,50,s9,True,absent,decrease,increase,0.028000000000000025,45,79.0
FD001,few_shot,5,30,run1,50,s11,True,absent,increase,increase,0.10100000000000003,45,79.0
FD001,few_shot,5,30,run1,50,s12,True,absent,increase,increase,0.02200000000000002,45,79.0
FD001,few_shot,5,30,run1,50,s14,True,absent,decrease,stable,-0.0040000000000000036,45,79.0
FD001,few_shot,5,30,run1,50,s15,True,absent,increase,increase,0.30099999999999993,45,79.0
FD001,few_shot,5,30,run1,51,s4,False,absent,increase,increase,0.01599999999999996,45,114.0
FD001,few_shot,5,30,run1,51,s7,False,absent,decrease,decrease,-0.18300000000000005,45,114.0
FD001,few_shot,5,30,run1,51,s9,True,absent,decrease,increase,0.03699999999999999,45,114.0
FD001,few_shot,5,30,run1,51,s11,True,absent,increase,decrease,-0.018000000000000016,45,114.0
FD001,few_shot,5,30,run1,51,s12,True,absent,increase,increase,0.01100000000000001,45,114.0
FD001,few_shot,5,30,run1,51,s14,True,absent,decrease,stable,0.0,45,114.0
FD001,few_shot,5,30,run1,51,s15,True,absent,increase,increase,0.05299999999999999,45,114.0
FD001,few_shot,5,30,run1,52,s4,False,absent,increase,increase,0.028000000000000025,80,29.0
FD001,few_shot,5,30,run1,52,s7,False,absent,decrease,decrease,-0.03399999999999992,80,29.0
FD001,few_shot,5,30,run1,52,s9,True,absent,decrease,increase,0.185,80,29.0
FD001,few_shot,5,30,run1,52,s11,True,absent,increase,increase,0.119,80,29.0
FD001,few_shot,5,30,run1,52,s12,True,absent,increase,decrease,-0.03599999999999992,80,29.0
FD001,few_shot,5,30,run1,52,s14,True,absent,decrease,increase,0.183,80,29.0
FD001,few_shot,5,30,run1,52,s15,True,absent,increase,increase,0.11900000000000005,80,29.0
FD001,few_shot,5,30,run1,53,s4,False,absent,increase,increase,0.08699999999999997,105,26.0
FD001,few_shot,5,30,run1,53,s7,False,absent,decrease,decrease,-0.05599999999999994,105,26.0
FD001,few_shot,5,30,run1,53,s9,True,absent,decrease,increase,0.09599999999999997,105,26.0
FD001,few_shot,5,30,run1,53,s11,True,absent,increase,increase,0.07200000000000001,105,26.0
FD001,few_shot,5,30,run1,53,s12,True,absent,increase,decrease,-0.17700000000000005,105,26.0
FD001,few_shot,5,30,run1,53,s14,True,absent,decrease,increase,0.16199999999999998,105,26.0
FD001,few_shot,5,30,run1,53,s15,True,absent,increase,increase,0.12200000000000005,105,26.0
FD001,few_shot,5,30,run1,54,s4,False,absent,increase,decrease,-0.05099999999999999,45,97.0
FD001,few_shot,5,30,run1,54,s7,False,absent,decrease,decrease,-0.014000000000000012,45,97.0
FD001,few_shot,5,30,run1,54,s9,True,absent,decrease,increase,0.02099999999999999,45,97.0
FD001,few_shot,5,30,run1,54,s11,True,absent,increase,increase,0.10699999999999998,45,97.0
FD001,few_shot,5,30,run1,54,s12,True,absent,increase,increase,0.07600000000000007,45,97.0
FD001,few_shot,5,30,run1,54,s14,True,absent,decrease,increase,0.025999999999999995,45,97.0
FD001,few_shot,5,30,run1,54,s15,True,absent,increase,increase,0.08600000000000002,45,97.0
FD001,few_shot,5,30,run1,55,s4,False,absent,increase,decrease,-0.15600000000000003,95,125.0
FD001,few_shot,5,30,run1,55,s7,False,absent,decrease,decrease,-0.07200000000000006,95,125.0
FD001,few_shot,5,30,run1,55,s9,True,absent,decrease,stable,0.006000000000000005,95,125.0
FD001,few_shot,5,30,run1,55,s11,True,absent,increase,increase,0.10100000000000003,95,125.0
FD001,few_shot,5,30,run1,55,s12,True,absent,increase,increase,0.05399999999999994,95,125.0
FD001,few_shot,5,30,run1,55,s14,True,absent,decrease,decrease,-0.034,95,125.0
FD001,few_shot,5,30,run1,55,s15,True,absent,increase,increase,0.039000000000000035,95,125.0
FD001,few_shot,5,30,run1,56,s4,False,absent,increase,stable,0.0010000000000000009,95,15.0
FD001,few_shot,5,30,run1,56,s7,False,absent,decrease,stable,-0.0040000000000000036,95,15.0
FD001,few_shot,5,30,run1,56,s9,True,absent,decrease,decrease,-0.061,95,15.0
FD001,few_shot,5,30,run1,56,s11,True,absent,increase,increase,0.23799999999999993,95,15.0
FD001,few_shot,5,30,run1,56,s12,True,absent,increase,decrease,-0.13899999999999996,95,15.0
FD001,few_shot,5,30,run1,56,s14,True,absent,decrease,decrease,-0.066,95,15.0
FD001,few_shot,5,30,run1,56,s15,True,absent,increase,increase,0.17400000000000004,95,15.0
FD001,few_shot,5,30,run1,57,s4,False,absent,increase,increase,0.068,95,103.0
FD001,few_shot,5,30,run1,57,s7,False,absent,decrease,decrease,-0.10700000000000004,95,103.0
FD001,few_shot,5,30,run1,57,s9,True,absent,decrease,decrease,-0.017,95,103.0
FD001,few_shot,5,30,run1,57,s11,True,absent,increase,decrease,-0.04199999999999998,95,103.0
FD001,few_shot,5,30,run1,57,s12,True,absent,increase,increase,0.08099999999999996,95,103.0
FD001,few_shot,5,30,run1,57,s14,True,absent,decrease,decrease,-0.017999999999999988,95,103.0
FD001,few_shot,5,30,run1,57,s15,True,absent,increase,increase,0.10600000000000004,95,103.0
FD001,few_shot,5,30,run1,58,s4,False,absent,increase,increase,0.061999999999999944,105,37.0
FD001,few_shot,5,30,run1,58,s7,False,absent,decrease,decrease,-0.019000000000000017,105,37.0
FD001,few_shot,5,30,run1,58,s9,True,absent,decrease,stable,0.0020000000000000018,105,37.0
FD001,few_shot,5,30,run1,58,s11,True,absent,increase,increase,0.17900000000000005,105,37.0
FD001,few_shot,5,30,run1,58,s12,True,absent,increase,decrease,-0.017000000000000015,105,37.0
FD001,few_shot,5,30,run1,58,s14,True,absent,decrease,decrease,-0.032,105,37.0
FD001,few_shot,5,30,run1,58,s15,True,absent,increase,increase,0.16100000000000003,105,37.0
FD001,few_shot,5,30,run1,59,s4,False,absent,increase,increase,0.095,45,114.0
FD001,few_shot,5,30,run1,59,s7,False,absent,decrease,decrease,-0.15600000000000003,45,114.0
FD001,few_shot,5,30,run1,59,s9,True,absent,decrease,increase,0.016999999999999987,45,114.0
FD001,few_shot,5,30,run1,59,s11,True,absent,increase,decrease,-0.095,45,114.0
FD001,few_shot,5,30,run1,59,s12,True,absent,increase,decrease,-0.041999999999999926,45,114.0
FD001,few_shot,5,30,run1,59,s14,True,absent,decrease,stable,0.0010000000000000009,45,114.0
FD001,few_shot,5,30,run1,59,s15,True,absent,increase,decrease,-0.08399999999999996,45,114.0
FD001,few_shot,5,30,run1,60,s4,False,absent,increase,decrease,-0.08900000000000002,95,100.0
FD001,few_shot,5,30,run1,60,s7,False,absent,decrease,decrease,-0.017999999999999905,95,100.0
FD001,few_shot,5,30,run1,60,s9,True,absent,decrease,decrease,-0.017000000000000015,95,100.0
FD001,few_shot,5,30,run1,60,s11,True,absent,increase,increase,0.05400000000000005,95,100.0
FD001,few_shot,5,30,run1,60,s12,True,absent,increase,decrease,-0.07099999999999995,95,100.0
FD001,few_shot,5,30,run1,60,s14,True,absent,decrease,stable,0.0,95,100.0
FD001,few_shot,5,30,run1,60,s15,True,absent,increase,increase,0.046999999999999986,95,100.0
FD001,few_shot,5,30,run1,61,s4,False,absent,increase,increase,0.203,95,21.0
FD001,few_shot,5,30,run1,61,s7,False,absent,decrease,decrease,-0.22399999999999992,95,21.0
FD001,few_shot,5,30,run1,61,s9,True,absent,decrease,decrease,-0.015999999999999986,95,21.0
FD001,few_shot,5,30,run1,61,s11,True,absent,increase,increase,0.10099999999999998,95,21.0
FD001,few_shot,5,30,run1,61,s12,True,absent,increase,decrease,-0.11299999999999999,95,21.0
FD001,few_shot,5,30,run1,61,s14,True,absent,decrease,increase,0.022999999999999993,95,21.0
FD001,few_shot,5,30,run1,61,s15,True,absent,increase,increase,0.16399999999999992,95,21.0
FD001,few_shot,5,30,run1,62,s4,False,absent,increase,increase,0.017000000000000015,95,54.0
FD001,few_shot,5,30,run1,62,s7,False,absent,decrease,stable,-0.006000000000000005,95,54.0
FD001,few_shot,5,30,run1,62,s9,True,absent,decrease,increase,0.09600000000000003,95,54.0
FD001,few_shot,5,30,run1,62,s11,True,absent,increase,increase,0.02400000000000002,95,54.0
FD001,few_shot,5,30,run1,62,s12,True,absent,increase,decrease,-0.07899999999999996,95,54.0
FD001,few_shot,5,30,run1,62,s14,True,absent,decrease,increase,0.044999999999999984,95,54.0
FD001,few_shot,5,30,run1,62,s15,True,absent,increase,increase,0.11500000000000005,95,54.0
FD001,few_shot,5,30,run1,63,s4,False,absent,increase,increase,0.05199999999999999,105,72.0
FD001,few_shot,5,30,run1,63,s7,False,absent,decrease,decrease,-0.07100000000000006,105,72.0
FD001,few_shot,5,30,run1,63,s9,True,absent,decrease,increase,0.04200000000000001,105,72.0
FD001,few_shot,5,30,run1,63,s11,True,absent,increase,increase,0.02400000000000002,105,72.0
FD001,few_shot,5,30,run1,63,s12,True,absent,increase,increase,0.019000000000000017,105,72.0
FD001,few_shot,5,30,run1,63,s14,True,absent,decrease,increase,0.014000000000000012,105,72.0
FD001,few_shot,5,30,run1,63,s15,True,absent,increase,increase,0.24600000000000005,105,72.0
FD001,few_shot,5,30,run1,64,s4,False,absent,increase,increase,0.11399999999999999,105,28.0
FD001,few_shot,5,30,run1,64,s7,False,absent,decrease,decrease,-0.33699999999999997,105,28.0
FD001,few_shot,5,30,run1,64,s9,True,absent,decrease,decrease,-0.027999999999999997,105,28.0
FD001,few_shot,5,30,run1,64,s11,True,absent,increase,increase,0.14300000000000002,105,28.0
FD001,few_shot,5,30,run1,64,s12,True,absent,increase,decrease,-0.16400000000000003,105,28.0
FD001,few_shot,5,30,run1,64,s14,True,absent,decrease,decrease,-0.026999999999999996,105,28.0
FD001,few_shot,5,30,run1,64,s15,True,absent,increase,increase,0.13500000000000006,105,28.0
FD001,few_shot,5,30,run1,65,s4,False,absent,increase,increase,0.037000000000000005,105,125.0
FD001,few_shot,5,30,run1,65,s7,False,absent,decrease,decrease,-0.018000000000000016,105,125.0
FD001,few_shot,5,30,run1,65,s9,True,absent,decrease,stable,0.0010000000000000009,105,125.0
FD001,few_shot,5,30,run1,65,s11,True,absent,increase,decrease,-0.08300000000000002,105,125.0
FD001,few_shot,5,30,run1,65,s12,True,absent,increase,increase,0.03599999999999992,105,125.0
FD001,few_shot,5,30,run1,65,s14,True,absent,decrease,increase,0.01100000000000001,105,125.0
FD001,few_shot,5,30,run1,65,s15,True,absent,increase,increase,0.09600000000000003,105,125.0
FD001,few_shot,5,30,run1,66,s4,False,absent,increase,increase,0.19499999999999995,85,14.0
FD001,few_shot,5,30,run1,66,s7,False,absent,decrease,decrease,-0.04300000000000004,85,14.0
FD001,few_shot,5,30,run1,66,s9,True,absent,decrease,increase,0.136,85,14.0
FD001,few_shot,5,30,run1,66,s11,True,absent,increase,increase,0.05400000000000005,85,14.0
FD001,few_shot,5,30,run1,66,s12,True,absent,increase,stable,0.0020000000000000018,85,14.0
FD001,few_shot,5,30,run1,66,s14,True,absent,decrease,increase,0.14600000000000002,85,14.0
FD001,few_shot,5,30,run1,66,s15,True,absent,increase,increase,0.06499999999999995,85,14.0
FD001,few_shot,5,30,run1,67,s4,False,absent,increase,increase,0.09700000000000003,45,77.0
FD001,few_shot,5,30,run1,67,s7,False,absent,decrease,increase,0.019000000000000017,45,77.0
FD001,few_shot,5,30,run1,67,s9,True,absent,decrease,decrease,-0.043,45,77.0
FD001,few_shot,5,30,run1,67,s11,True,absent,increase,decrease,-0.07100000000000001,45,77.0
FD001,few_shot,5,30,run1,67,s12,True,absent,increase,decrease,-0.118,45,77.0
FD001,few_shot,5,30,run1,67,s14,True,absent,decrease,stable,0.007000000000000006,45,77.0
FD001,few_shot,5,30,run1,67,s15,True,absent,increase,decrease,-0.195,45,77.0
FD001,few_shot,5,30,run1,68,s4,False,absent,increase,increase,0.22799999999999998,95,8.0
FD001,few_shot,5,30,run1,68,s7,False,absent,decrease,decrease,-0.16400000000000003,95,8.0
FD001,few_shot,5,30,run1,68,s9,True,absent,decrease,increase,0.04999999999999999,95,8.0
FD001,few_shot,5,30,run1,68,s11,True,absent,increase,increase,0.19599999999999995,95,8.0
FD001,few_shot,5,30,run1,68,s12,True,absent,increase,decrease,-0.14500000000000002,95,8.0
FD001,few_shot,5,30,run1,68,s14,True,absent,decrease,increase,0.067,95,8.0
FD001,few_shot,5,30,run1,68,s15,True,absent,increase,increase,0.10899999999999999,95,8.0
FD001,few_shot,5,30,run1,69,s4,False,absent,increase,increase,0.017000000000000015,95,121.0
FD001,few_shot,5,30,run1,69,s7,False,absent,decrease,increase,0.05999999999999994,95,121.0
FD001,few_shot,5,30,run1,69,s9,True,absent,decrease,stable,-0.0030000000000000027,95,121.0
FD001,few_shot,5,30,run1,69,s11,True,absent,increase,decrease,-0.04099999999999998,95,121.0
FD001,few_shot,5,30,run1,69,s12,True,absent,increase,decrease,-0.03399999999999992,95,121.0
FD001,few_shot,5,30,run1,69,s14,True,absent,decrease,increase,0.011999999999999983,95,121.0
FD001,few_shot,5,30,run1,69,s15,True,absent,increase,decrease,-0.09600000000000003,95,121.0
FD001,few_shot,5,30,run1,70,s4,False,absent,increase,decrease,-0.10800000000000004,83,94.0
FD001,few_shot,5,30,run1,70,s7,False,absent,decrease,stable,-0.0010000000000000009,83,94.0
FD001,few_shot,5,30,run1,70,s9,True,absent,decrease,stable,-0.0010000000000000009,83,94.0
FD001,few_shot,5,30,run1,70,s11,True,absent,increase,increase,0.059,83,94.0
FD001,few_shot,5,30,run1,70,s12,True,absent,increase,increase,0.08899999999999997,83,94.0
FD001,few_shot,5,30,run1,70,s14,True,absent,decrease,stable,0.0020000000000000018,83,94.0
FD001,few_shot,5,30,run1,70,s15,True,absent,increase,decrease,-0.13700000000000007,83,94.0
FD001,few_shot,5,30,run1,71,s4,False,absent,increase,increase,0.059,105,118.0
FD001,few_shot,5,30,run1,71,s7,False,absent,decrease,decrease,-0.14500000000000002,105,118.0
FD001,few_shot,5,30,run1,71,s9,True,absent,decrease,increase,0.011999999999999983,105,118.0
FD001,few_shot,5,30,run1,71,s11,True,absent,increase,increase,0.02999999999999997,105,118.0
FD001,few_shot,5,30,run1,71,s12,True,absent,increase,increase,0.030000000000000027,105,118.0
FD001,few_shot,5,30,run1,71,s14,True,absent,decrease,decrease,-0.01200000000000001,105,118.0
FD001,few_shot,5,30,run1,71,s15,True,absent,increase,increase,0.15599999999999997,105,118.0
FD001,few_shot,5,30,run1,72,s4,False,absent,increase,increase,0.01899999999999996,105,50.0
FD001,few_shot,5,30,run1,72,s7,False,absent,decrease,decrease,-0.06600000000000006,105,50.0
FD001,few_shot,5,30,run1,72,s9,True,absent,decrease,stable,-0.008000000000000007,105,50.0
FD001,few_shot,5,30,run1,72,s11,True,absent,increase,increase,0.20800000000000002,105,50.0
FD001,few_shot,5,30,run1,72,s12,True,absent,increase,decrease,-0.038000000000000034,105,50.0
FD001,few_shot,5,30,run1,72,s14,True,absent,decrease,increase,0.010000000000000009,105,50.0
FD001,few_shot,5,30,run1,72,s15,True,absent,increase,increase,0.15600000000000003,105,50.0
FD001,few_shot,5,30,run1,73,s4,False,absent,increase,decrease,-0.022999999999999965,105,125.0
FD001,few_shot,5,30,run1,73,s7,False,absent,decrease,increase,0.052999999999999936,105,125.0
FD001,few_shot,5,30,run1,73,s9,True,absent,decrease,decrease,-0.012999999999999984,105,125.0
FD001,few_shot,5,30,run1,73,s11,True,absent,increase,decrease,-0.066,105,125.0
FD001,few_shot,5,30,run1,73,s12,True,absent,increase,decrease,-0.062000000000000055,105,125.0
FD001,few_shot,5,30,run1,73,s14,True,absent,decrease,decrease,-0.014999999999999986,105,125.0
FD001,few_shot,5,30,run1,73,s15,True,absent,increase,increase,0.174,105,125.0
FD001,few_shot,5,30,run1,74,s4,False,absent,increase,increase,0.09200000000000003,95,125.0
FD001,few_shot,5,30,run1,74,s7,False,absent,decrease,decrease,-0.16399999999999998,95,125.0
FD001,few_shot,5,30,run1,74,s9,True,absent,decrease,increase,0.025999999999999995,95,125.0
FD001,few_shot,5,30,run1,74,s11,True,absent,increase,increase,0.09599999999999997,95,125.0
FD001,few_shot,5,30,run1,74,s12,True,absent,increase,decrease,-0.04400000000000004,95,125.0
FD001,few_shot,5,30,run1,74,s14,True,absent,decrease,decrease,-0.025000000000000022,95,125.0
FD001,few_shot,5,30,run1,74,s15,True,absent,increase,decrease,-0.02100000000000002,95,125.0
FD001,few_shot,5,30,run1,75,s4,False,absent,increase,increase,0.15599999999999997,85,113.0
FD001,few_shot,5,30,run1,75,s7,False,absent,decrease,increase,0.1110000000000001,85,113.0
FD001,few_shot,5,30,run1,75,s9,True,absent,decrease,decrease,-0.01899999999999999,85,113.0
FD001,few_shot,5,30,run1,75,s11,True,absent,increase,increase,0.07700000000000001,85,113.0
FD001,few_shot,5,30,run1,75,s12,True,absent,increase,decrease,-0.049000000000000044,85,113.0
FD001,few_shot,5,30,run1,75,s14,True,absent,decrease,decrease,-0.05499999999999999,85,113.0
FD001,few_shot,5,30,run1,75,s15,True,absent,increase,increase,0.16499999999999998,85,113.0
FD001,few_shot,5,30,run1,76,s4,False,absent,increase,increase,0.15600000000000003,85,10.0
FD001,few_shot,5,30,run1,76,s7,False,absent,decrease,decrease,-0.22700000000000004,85,10.0
FD001,few_shot,5,30,run1,76,s9,True,absent,decrease,increase,0.131,85,10.0
FD001,few_shot,5,30,run1,76,s11,True,absent,increase,increase,0.36899999999999994,85,10.0
FD001,few_shot,5,30,run1,76,s12,True,absent,increase,decrease,-0.16599999999999998,85,10.0
FD001,few_shot,5,30,run1,76,s14,True,absent,decrease,increase,0.126,85,10.0
FD001,few_shot,5,30,run1,76,s15,True,absent,increase,increase,0.10299999999999998,85,10.0
FD001,few_shot,5,30,run1,77,s4,False,absent,increase,increase,0.03700000000000003,83,34.0
FD001,few_shot,5,30,run1,77,s7,False,absent,decrease,decrease,-0.09499999999999997,83,34.0
FD001,few_shot,5,30,run1,77,s9,True,absent,decrease,increase,0.016,83,34.0
FD001,few_shot,5,30,run1,77,s11,True,absent,increase,increase,0.18399999999999994,83,34.0
FD001,few_shot,5,30,run1,77,s12,True,absent,increase,decrease,-0.327,83,34.0
FD001,few_shot,5,30,run1,77,s14,True,absent,decrease,increase,0.014999999999999986,83,34.0
FD001,few_shot,5,30,run1,77,s15,True,absent,increase,decrease,-0.09599999999999997,83,34.0
FD001,few_shot,5,30,run1,78,s4,False,absent,increase,decrease,-0.15700000000000003,95,107.0
FD001,few_shot,5,30,run1,78,s7,False,absent,decrease,increase,0.10599999999999998,95,107.0
FD001,few_shot,5,30,run1,78,s9,True,absent,decrease,increase,0.024999999999999994,95,107.0
FD001,few_shot,5,30,run1,78,s11,True,absent,increase,stable,-0.006000000000000005,95,107.0
FD001,few_shot,5,30,run1,78,s12,True,absent,increase,increase,0.04899999999999993,95,107.0
FD001,few_shot,5,30,run1,78,s14,True,absent,decrease,increase,0.038000000000000006,95,107.0
FD001,few_shot,5,30,run1,78,s15,True,absent,increase,decrease,-0.06500000000000003,95,107.0
